ID	site	nation	POINT_X	POINT_Y	type	name	asset_no	caption	date_est	image
3438	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-111.0018021	58.54356356	Water / Wastewater	Testing data: CHIPEWYAN 201:Water / Wastewater3438	560754-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3439	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.5087093	58.55319859	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3439	867315-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3440	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.5510861	58.57129805	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3440	396493-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3441	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.6564201	58.57868296	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3441	400372-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3442	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7760918	58.59355273	Water / Wastewater	Testing data: CHIPEWYAN 201B:Water / Wastewater3442	280312-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3443	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7780188	58.59426217	Water / Wastewater	Testing data: CHIPEWYAN 201B:Water / Wastewater3443	480008-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3444	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7777226	58.59488786	Water / Wastewater	Testing data: CHIPEWYAN 201B:Water / Wastewater3444	829632-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3445	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.4997057	58.58600401	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3445	881666-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3446	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.6300486	58.5909416	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3446	739187-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3447	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7737458	58.5964052	Water / Wastewater	Testing data: CHIPEWYAN 201B:Water / Wastewater3447	219817-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3448	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7741415	58.59677074	Water / Wastewater	Testing data: CHIPEWYAN 201B:Water / Wastewater3448	258309-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3449	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.5023989	58.59508672	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3449	324744-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3450	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.582164	58.60783818	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3450	254578-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3451	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.4766922	58.61026615	Water / Wastewater	Testing data: CHIPEWYAN 201A:Water / Wastewater3451	532098-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3452	GARDEN CREEK INDIAN SETTLEMENT	Little Red River Cree Nation	-114.0011401	58.69129014	Water / Wastewater	Testing data: GARDEN CREEK INDIAN SETTLEMENT:Water / Wastewater3452	613174-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3453	GARDEN CREEK INDIAN SETTLEMENT	Little Red River Cree Nation	-113.9568975	58.69539171	Water / Wastewater	Testing data: GARDEN CREEK INDIAN SETTLEMENT:Water / Wastewater3453	447627-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3454	GARDEN CREEK INDIAN SETTLEMENT	Little Red River Cree Nation	-113.896937	58.71193007	Water / Wastewater	Testing data: GARDEN CREEK INDIAN SETTLEMENT:Water / Wastewater3454	321519-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3455	GARDEN CREEK INDIAN SETTLEMENT	Little Red River Cree Nation	-113.8072678	58.71439834	Water / Wastewater	Testing data: GARDEN CREEK INDIAN SETTLEMENT:Water / Wastewater3455	194659-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3456	GARDEN CREEK INDIAN SETTLEMENT	Little Red River Cree Nation	-113.8768719	58.72198887	Water / Wastewater	Testing data: GARDEN CREEK INDIAN SETTLEMENT:Water / Wastewater3456	185285-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3457	GARDEN CREEK INDIAN SETTLEMENT	Little Red River Cree Nation	-113.8548901	58.73175496	Water / Wastewater	Testing data: GARDEN CREEK INDIAN SETTLEMENT:Water / Wastewater3457	706112-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3458	HAY LAKE 209	Dene Tha' First Nation	-118.7865312	58.69808025	Water / Wastewater	Testing data: HAY LAKE 209:Water / Wastewater3458	669617-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3459	DOG HEAD 218	Mikisew Cree First Nation	-111.1822234	58.70782907	Water / Wastewater	Testing data: DOG HEAD 218:Water / Wastewater3459	249574-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3460	DOG HEAD 218	Mikisew Cree First Nation	-111.1834849	58.70996959	Water / Wastewater	Testing data: DOG HEAD 218:Water / Wastewater3460	298211-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3461	DOG HEAD 218	Mikisew Cree First Nation	-111.1889959	58.71107377	Water / Wastewater	Testing data: DOG HEAD 218:Water / Wastewater3461	752759-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3462	DOG HEAD 218	Mikisew Cree First Nation	-111.1743327	58.71114597	Water / Wastewater	Testing data: DOG HEAD 218:Water / Wastewater3462	267525-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3463	DOG HEAD 218	Mikisew Cree First Nation	-111.1877494	58.7118137	Water / Wastewater	Testing data: DOG HEAD 218:Water / Wastewater3463	303055-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3464	DOG HEAD 218	Mikisew Cree First Nation	-111.1719983	58.71190744	Water / Wastewater	Testing data: DOG HEAD 218:Water / Wastewater3464	367771-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3465	DOG HEAD 218	Mikisew Cree First Nation	-111.1883372	58.71315852	Water / Wastewater	Testing data: DOG HEAD 218:Water / Wastewater3465	568186-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3466	FORT CHIPEWYAN	Fort Chipewyan Settlement	-111.143972	58.71746428	Water / Wastewater	Testing data: FORT CHIPEWYAN:Water / Wastewater3466	381447-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3467	HAY LAKE 209	Dene Tha' First Nation	-118.6972497	58.72389498	Water / Wastewater	Testing data: HAY LAKE 209:Water / Wastewater3467	405675-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3468	FORT CHIPEWYAN	Fort Chipewyan Settlement	-111.1331163	58.72345887	Water / Wastewater	Testing data: FORT CHIPEWYAN:Water / Wastewater3468	814307-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3469	FORT CHIPEWYAN	Fort Chipewyan Settlement	-111.1364028	58.72686531	Water / Wastewater	Testing data: FORT CHIPEWYAN:Water / Wastewater3469	267972-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3470	FORT CHIPEWYAN	Fort Chipewyan Settlement	-111.0988931	58.7271671	Water / Wastewater	Testing data: FORT CHIPEWYAN:Water / Wastewater3470	791764-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3471	FORT CHIPEWYAN	Fort Chipewyan Settlement	-111.1028072	58.73502756	Water / Wastewater	Testing data: FORT CHIPEWYAN:Water / Wastewater3471	322575-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3472	FORT CHIPEWYAN	Fort Chipewyan Settlement	-111.1070963	58.73651307	Water / Wastewater	Testing data: FORT CHIPEWYAN:Water / Wastewater3472	205479-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3473	ZAMA LAKE 210	Dene Tha' First Nation	-119.2360407	58.72868391	Water / Wastewater	Testing data: ZAMA LAKE 210:Water / Wastewater3473	822897-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3474	ZAMA LAKE 210	Dene Tha' First Nation	-119.2361648	58.73432511	Water / Wastewater	Testing data: ZAMA LAKE 210:Water / Wastewater3474	573856-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3475	HAY LAKE 209	Dene Tha' First Nation	-118.7736578	58.75320318	Water / Wastewater	Testing data: HAY LAKE 209:Water / Wastewater3475	542162-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3476	ZAMA LAKE 210	Dene Tha' First Nation	-119.2901712	58.74154638	Water / Wastewater	Testing data: ZAMA LAKE 210:Water / Wastewater3476	833837-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3477	ALLISON BAY 219	Mikisew Cree First Nation	-111.0758072	58.75599475	Water / Wastewater	Testing data: ALLISON BAY 219:Water / Wastewater3477	644612-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3478	ZAMA LAKE 210	Dene Tha' First Nation	-119.2892992	58.74968433	Water / Wastewater	Testing data: ZAMA LAKE 210:Water / Wastewater3478	529378-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3479	ZAMA LAKE 210	Dene Tha' First Nation	-119.2743149	58.75296757	Water / Wastewater	Testing data: ZAMA LAKE 210:Water / Wastewater3479	698002-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3480	HAY LAKE 209	Dene Tha' First Nation	-118.6679801	58.78211117	Water / Wastewater	Testing data: HAY LAKE 209:Water / Wastewater3480	225201-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3481	HAY LAKE 209	Dene Tha' First Nation	-118.6698767	58.78391918	Water / Wastewater	Testing data: HAY LAKE 209:Water / Wastewater3481	831401-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3482	HAY LAKE 209	Dene Tha' First Nation	-118.6830678	58.78757297	Water / Wastewater	Testing data: HAY LAKE 209:Water / Wastewater3482	347761-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3483	ZAMA LAKE 210	Dene Tha' First Nation	-119.3018407	58.76956397	Water / Wastewater	Testing data: ZAMA LAKE 210:Water / Wastewater3483	715458-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3484	ALLISON BAY 219	Mikisew Cree First Nation	-111.0171799	58.78240866	Water / Wastewater	Testing data: ALLISON BAY 219:Water / Wastewater3484	829272-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3485	ALLISON BAY 219	Mikisew Cree First Nation	-110.9628377	58.7865605	Water / Wastewater	Testing data: ALLISON BAY 219:Water / Wastewater3485	868016-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3486	ALLISON BAY 219	Mikisew Cree First Nation	-111.0230884	58.79135043	Water / Wastewater	Testing data: ALLISON BAY 219:Water / Wastewater3486	814300-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3487	ALLISON BAY 219	Mikisew Cree First Nation	-110.9730116	58.7922934	Water / Wastewater	Testing data: ALLISON BAY 219:Water / Wastewater3487	821019-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3488	ZAMA LAKE 210	Dene Tha' First Nation	-119.2799429	58.78586747	Water / Wastewater	Testing data: ZAMA LAKE 210:Water / Wastewater3488	126213-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3489	HAY LAKE 209	Dene Tha' First Nation	-118.7433891	58.80483158	Water / Wastewater	Testing data: HAY LAKE 209:Water / Wastewater3489	824261-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3490	DEVIL'S GATE 220	Mikisew Cree First Nation	-111.2067265	58.80410422	Water / Wastewater	Testing data: DEVIL'S GATE 220:Water / Wastewater3490	468770-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3491	ALLISON BAY 219	Mikisew Cree First Nation	-110.9762798	58.79809702	Water / Wastewater	Testing data: ALLISON BAY 219:Water / Wastewater3491	577274-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3492	DEVIL'S GATE 220	Mikisew Cree First Nation	-111.2195805	58.81017302	Water / Wastewater	Testing data: DEVIL'S GATE 220:Water / Wastewater3492	457576-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3493	DEVIL'S GATE 220	Mikisew Cree First Nation	-111.2300728	58.81146134	Water / Wastewater	Testing data: DEVIL'S GATE 220:Water / Wastewater3493	121141-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3494	DEVIL'S GATE 220	Mikisew Cree First Nation	-111.2029697	58.81729498	Water / Wastewater	Testing data: DEVIL'S GATE 220:Water / Wastewater3494	784694-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3495	AMBER RIVER 211	Dene Tha' First Nation	-118.9204058	58.86428417	Water / Wastewater	Testing data: AMBER RIVER 211:Water / Wastewater3495	232163-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3496	AMBER RIVER 211	Dene Tha' First Nation	-118.9635263	58.8787115	Water / Wastewater	Testing data: AMBER RIVER 211:Water / Wastewater3496	317833-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3497	AMBER RIVER 211	Dene Tha' First Nation	-118.9333532	58.88283256	Water / Wastewater	Testing data: AMBER RIVER 211:Water / Wastewater3497	128474-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3498	AMBER RIVER 211	Dene Tha' First Nation	-118.971011	58.89955433	Water / Wastewater	Testing data: AMBER RIVER 211:Water / Wastewater3498	768253-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3499	AMBER RIVER 211	Dene Tha' First Nation	-118.9511382	58.90910129	Water / Wastewater	Testing data: AMBER RIVER 211:Water / Wastewater3499	266426-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3500	AMBER RIVER 211	Dene Tha' First Nation	-118.933596	58.91590163	Water / Wastewater	Testing data: AMBER RIVER 211:Water / Wastewater3500	548257-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3501	AMBER RIVER 211	Dene Tha' First Nation	-118.9424587	58.92505278	Water / Wastewater	Testing data: AMBER RIVER 211:Water / Wastewater3501	743577-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3502	SANDY POINT 221	Mikisew Cree First Nation	-110.7475689	58.93092604	Water / Wastewater	Testing data: SANDY POINT 221:Water / Wastewater3502	299382-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3503	SANDY POINT 221	Mikisew Cree First Nation	-110.7440563	58.93362167	Water / Wastewater	Testing data: SANDY POINT 221:Water / Wastewater3503	137049-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3504	SANDY POINT 221	Mikisew Cree First Nation	-110.7352914	58.9383195	Water / Wastewater	Testing data: SANDY POINT 221:Water / Wastewater3504	610792-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3505	SANDY POINT 221	Mikisew Cree First Nation	-110.7019289	58.94330174	Water / Wastewater	Testing data: SANDY POINT 221:Water / Wastewater3505	595401-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3506	SANDY POINT 221	Mikisew Cree First Nation	-110.7243774	58.94676657	Water / Wastewater	Testing data: SANDY POINT 221:Water / Wastewater3506	666077-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3507	SANDY POINT 221	Mikisew Cree First Nation	-110.7199109	58.9508766	Water / Wastewater	Testing data: SANDY POINT 221:Water / Wastewater3507	720665-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3508	UPPER HAY RIVER 212	Dene Tha' First Nation	-117.7573475	59.03978039	Water / Wastewater	Testing data: UPPER HAY RIVER 212:Water / Wastewater3508	461093-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3509	UPPER HAY RIVER 212	Dene Tha' First Nation	-117.7102756	59.0508384	Water / Wastewater	Testing data: UPPER HAY RIVER 212:Water / Wastewater3509	143448-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3510	UPPER HAY RIVER 212	Dene Tha' First Nation	-117.7580355	59.0623392	Water / Wastewater	Testing data: UPPER HAY RIVER 212:Water / Wastewater3510	312040-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3511	UPPER HAY RIVER 212	Dene Tha' First Nation	-117.7496005	59.06564723	Water / Wastewater	Testing data: UPPER HAY RIVER 212:Water / Wastewater3511	761947-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3512	UPPER HAY RIVER 212	Dene Tha' First Nation	-117.7737939	59.06741942	Water / Wastewater	Testing data: UPPER HAY RIVER 212:Water / Wastewater3512	455985-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3513	UPPER HAY RIVER 212	Dene Tha' First Nation	-117.7486197	59.07526459	Water / Wastewater	Testing data: UPPER HAY RIVER 212:Water / Wastewater3513	315324-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3514	PEACE POINT 222	Mikisew Cree First Nation	-112.4470777	59.12418659	Water / Wastewater	Testing data: PEACE POINT 222:Water / Wastewater3514	600984-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3515	PEACE POINT 222	Mikisew Cree First Nation	-112.4342502	59.12790344	Water / Wastewater	Testing data: PEACE POINT 222:Water / Wastewater3515	436069-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3516	PEACE POINT 222	Mikisew Cree First Nation	-112.4445843	59.13288076	Water / Wastewater	Testing data: PEACE POINT 222:Water / Wastewater3516	197336-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3517	PEACE POINT 222	Mikisew Cree First Nation	-112.4189773	59.13580559	Water / Wastewater	Testing data: PEACE POINT 222:Water / Wastewater3517	846276-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3518	PEACE POINT 222	Mikisew Cree First Nation	-112.4325373	59.14043872	Water / Wastewater	Testing data: PEACE POINT 222:Water / Wastewater3518	438157-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3519	PEACE POINT 222	Mikisew Cree First Nation	-112.433143	59.14656796	Water / Wastewater	Testing data: PEACE POINT 222:Water / Wastewater3519	441319-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3520	?EJERE K'ELNI KUE 196I	Smith's Landing First Naton	-111.4700877	59.51849041	Water / Wastewater	Testing data: ?EJERE K'ELNI KUE 196I:Water / Wastewater3520	845289-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3521	?EJERE K'ELNI KUE 196I	Smith's Landing First Naton	-111.4743928	59.52082082	Water / Wastewater	Testing data: ?EJERE K'ELNI KUE 196I:Water / Wastewater3521	250476-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3522	?EJERE K'ELNI KUE 196I	Smith's Landing First Naton	-111.4799807	59.52219437	Water / Wastewater	Testing data: ?EJERE K'ELNI KUE 196I:Water / Wastewater3522	729706-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3523	?EJERE K'ELNI KUE 196I	Smith's Landing First Naton	-111.4682934	59.52311676	Water / Wastewater	Testing data: ?EJERE K'ELNI KUE 196I:Water / Wastewater3523	663311-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3524	?EJERE K'ELNI KUE 196I	Smith's Landing First Naton	-111.4843268	59.52829676	Water / Wastewater	Testing data: ?EJERE K'ELNI KUE 196I:Water / Wastewater3524	617013-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3525	?EJERE K'ELNI KUE 196I	Smith's Landing First Naton	-111.4742424	59.5285745	Water / Wastewater	Testing data: ?EJERE K'ELNI KUE 196I:Water / Wastewater3525	849560-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
3526	?EJERE K'ELNI KUE 196I	Smith's Landing First Naton	-111.4689374	59.53212008	Water / Wastewater	Testing data: ?EJERE K'ELNI KUE 196I:Water / Wastewater3526	280594-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://tabersolidscontrol.com/wp-content/uploads/2022/05/Water-Treatment.jpg
